,Year,Month,Price($) per Dozen (All Types),Price per Dozen (Table),Year,Month,State,State Identifier,Egg Type,Production in Dozens
468,2017,FEB,0.621,0.371,2017,FEB,ALABAMA,1,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",10433300
469,2017,FEB,0.621,0.371,2017,FEB,ALABAMA,1,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2608300
470,2017,FEB,0.621,0.371,2017,FEB,ARKANSAS,5,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",13783300
471,2017,FEB,0.621,0.371,2017,FEB,ARKANSAS,5,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",8000000
472,2017,FEB,0.621,0.371,2017,FEB,FLORIDA,12,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",283300
473,2017,FEB,0.621,0.371,2017,FEB,FLORIDA,12,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",13816700
474,2017,FEB,0.621,0.371,2017,FEB,GEORGIA,13,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",14383300
475,2017,FEB,0.621,0.371,2017,FEB,GEORGIA,13,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",18083400
476,2017,FEB,0.621,0.371,2017,FEB,ILLINOIS,17,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",325000
477,2017,FEB,0.621,0.371,2017,FEB,ILLINOIS,17,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",9350000
478,2017,FEB,0.621,0.371,2017,FEB,INDIANA,18,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1125000
479,2017,FEB,0.621,0.371,2017,FEB,INDIANA,18,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",61550000
480,2017,FEB,0.621,0.371,2017,FEB,IOWA,19,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1191700
481,2017,FEB,0.621,0.371,2017,FEB,IOWA,19,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",103000000
482,2017,FEB,0.621,0.371,2017,FEB,MARYLAND,24,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",133400
483,2017,FEB,0.621,0.371,2017,FEB,MARYLAND,24,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5433300
484,2017,FEB,0.621,0.371,2017,FEB,MINNESOTA,27,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",491700
485,2017,FEB,0.621,0.371,2017,FEB,MINNESOTA,27,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",20141700
486,2017,FEB,0.621,0.371,2017,FEB,MISSISSIPPI,28,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",5933300
487,2017,FEB,0.621,0.371,2017,FEB,MISSISSIPPI,28,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2741700
488,2017,FEB,0.621,0.371,2017,FEB,NEBRASKA,31,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
489,2017,FEB,0.621,0.371,2017,FEB,NEBRASKA,31,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",17508400
490,2017,FEB,0.621,0.371,2017,FEB,NORTH CAROLINA,37,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",11125000
491,2017,FEB,0.621,0.371,2017,FEB,NORTH CAROLINA,37,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",14158400
492,2017,FEB,0.621,0.371,2017,FEB,OREGON,41,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
493,2017,FEB,0.621,0.371,2017,FEB,OREGON,41,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",4783300
494,2017,FEB,0.621,0.371,2017,FEB,PENNSYLVANIA,42,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2508300
495,2017,FEB,0.621,0.371,2017,FEB,PENNSYLVANIA,42,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",49741700
496,2017,FEB,0.621,0.371,2017,FEB,SOUTH CAROLINA,45,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1633300
497,2017,FEB,0.621,0.371,2017,FEB,SOUTH CAROLINA,45,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",4975000
498,2017,FEB,0.621,0.371,2017,FEB,SOUTH DAKOTA,46,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
499,2017,FEB,0.621,0.371,2017,FEB,SOUTH DAKOTA,46,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5016600
500,2017,FEB,0.621,0.371,2017,FEB,UTAH,49,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
501,2017,FEB,0.621,0.371,2017,FEB,UTAH,49,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",9383400
502,2017,FEB,0.621,0.371,2017,FEB,VIRGINIA,51,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2450000
503,2017,FEB,0.621,0.371,2017,FEB,VIRGINIA,51,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",1800000
504,2017,MAR,0.783,0.555,2017,MAR,ALABAMA,1,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",11591700
505,2017,MAR,0.783,0.555,2017,MAR,ALABAMA,1,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2791700
506,2017,MAR,0.783,0.555,2017,MAR,ARKANSAS,5,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15800000
507,2017,MAR,0.783,0.555,2017,MAR,ARKANSAS,5,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",8641700
508,2017,MAR,0.783,0.555,2017,MAR,FLORIDA,12,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",375000
509,2017,MAR,0.783,0.555,2017,MAR,FLORIDA,12,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",15083400
510,2017,MAR,0.783,0.555,2017,MAR,GEORGIA,13,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15725000
511,2017,MAR,0.783,0.555,2017,MAR,GEORGIA,13,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",20266600
512,2017,MAR,0.783,0.555,2017,MAR,ILLINOIS,17,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",391700
513,2017,MAR,0.783,0.555,2017,MAR,ILLINOIS,17,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",10475000
514,2017,MAR,0.783,0.555,2017,MAR,INDIANA,18,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1333400
515,2017,MAR,0.783,0.555,2017,MAR,INDIANA,18,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",67666700
516,2017,MAR,0.783,0.555,2017,MAR,IOWA,19,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1258300
517,2017,MAR,0.783,0.555,2017,MAR,IOWA,19,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",113875000
518,2017,MAR,0.783,0.555,2017,MAR,MARYLAND,24,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",150000
519,2017,MAR,0.783,0.555,2017,MAR,MARYLAND,24,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5958400
520,2017,MAR,0.783,0.555,2017,MAR,MINNESOTA,27,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",591700
521,2017,MAR,0.783,0.555,2017,MAR,MINNESOTA,27,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",21866600
522,2017,MAR,0.783,0.555,2017,MAR,MISSISSIPPI,28,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",6600000
523,2017,MAR,0.783,0.555,2017,MAR,MISSISSIPPI,28,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",3058400
524,2017,MAR,0.783,0.555,2017,MAR,NEBRASKA,31,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
525,2017,MAR,0.783,0.555,2017,MAR,NEBRASKA,31,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",18775000
526,2017,MAR,0.783,0.555,2017,MAR,NORTH CAROLINA,37,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",12508300
527,2017,MAR,0.783,0.555,2017,MAR,NORTH CAROLINA,37,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",15575000
528,2017,MAR,0.783,0.555,2017,MAR,OREGON,41,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
529,2017,MAR,0.783,0.555,2017,MAR,OREGON,41,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5241600
530,2017,MAR,0.783,0.555,2017,MAR,PENNSYLVANIA,42,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2750000
531,2017,MAR,0.783,0.555,2017,MAR,PENNSYLVANIA,42,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",55808300
532,2017,MAR,0.783,0.555,2017,MAR,SOUTH CAROLINA,45,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1833300
533,2017,MAR,0.783,0.555,2017,MAR,SOUTH CAROLINA,45,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5600000
534,2017,MAR,0.783,0.555,2017,MAR,SOUTH DAKOTA,46,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
535,2017,MAR,0.783,0.555,2017,MAR,SOUTH DAKOTA,46,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5641700
536,2017,MAR,0.783,0.555,2017,MAR,UTAH,49,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
537,2017,MAR,0.783,0.555,2017,MAR,UTAH,49,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",10600000
538,2017,MAR,0.783,0.555,2017,MAR,VIRGINIA,51,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2691700
539,2017,MAR,0.783,0.555,2017,MAR,VIRGINIA,51,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2058400
540,2017,APR,0.629,0.376,2017,APR,ALABAMA,1,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",11266700
541,2017,APR,0.629,0.376,2017,APR,ALABAMA,1,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2700000
542,2017,APR,0.629,0.376,2017,APR,ARKANSAS,5,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15458300
543,2017,APR,0.629,0.376,2017,APR,ARKANSAS,5,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",8383300
544,2017,APR,0.629,0.376,2017,APR,FLORIDA,12,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",408300
545,2017,APR,0.629,0.376,2017,APR,FLORIDA,12,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",14600000
546,2017,APR,0.629,0.376,2017,APR,GEORGIA,13,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15225000
547,2017,APR,0.629,0.376,2017,APR,GEORGIA,13,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",18900000
548,2017,APR,0.629,0.376,2017,APR,ILLINOIS,17,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",400000
549,2017,APR,0.629,0.376,2017,APR,ILLINOIS,17,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",9866600
550,2017,APR,0.629,0.376,2017,APR,INDIANA,18,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1358300
551,2017,APR,0.629,0.376,2017,APR,INDIANA,18,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",65475000
552,2017,APR,0.629,0.376,2017,APR,IOWA,19,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1266700
553,2017,APR,0.629,0.376,2017,APR,IOWA,19,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",108941700
554,2017,APR,0.629,0.376,2017,APR,MARYLAND,24,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",150000
555,2017,APR,0.629,0.376,2017,APR,MARYLAND,24,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5716700
556,2017,APR,0.629,0.376,2017,APR,MINNESOTA,27,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",633400
557,2017,APR,0.629,0.376,2017,APR,MINNESOTA,27,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",20866700
558,2017,APR,0.629,0.376,2017,APR,MISSISSIPPI,28,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",6466700
559,2017,APR,0.629,0.376,2017,APR,MISSISSIPPI,28,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2850000
560,2017,APR,0.629,0.376,2017,APR,NEBRASKA,31,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
561,2017,APR,0.629,0.376,2017,APR,NEBRASKA,31,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",16883300
562,2017,APR,0.629,0.376,2017,APR,NORTH CAROLINA,37,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",12141700
563,2017,APR,0.629,0.376,2017,APR,NORTH CAROLINA,37,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",14941700
564,2017,APR,0.629,0.376,2017,APR,OREGON,41,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
565,2017,APR,0.629,0.376,2017,APR,OREGON,41,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",4983300
566,2017,APR,0.629,0.376,2017,APR,PENNSYLVANIA,42,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2641700
567,2017,APR,0.629,0.376,2017,APR,PENNSYLVANIA,42,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",54341700
568,2017,APR,0.629,0.376,2017,APR,SOUTH CAROLINA,45,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1841700
569,2017,APR,0.629,0.376,2017,APR,SOUTH CAROLINA,45,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5458400
570,2017,APR,0.629,0.376,2017,APR,SOUTH DAKOTA,46,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
571,2017,APR,0.629,0.376,2017,APR,SOUTH DAKOTA,46,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5416600
572,2017,APR,0.629,0.376,2017,APR,UTAH,49,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
573,2017,APR,0.629,0.376,2017,APR,UTAH,49,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",10391700
574,2017,APR,0.629,0.376,2017,APR,VIRGINIA,51,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2566600
575,2017,APR,0.629,0.376,2017,APR,VIRGINIA,51,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2433400
576,2017,MAY,0.615,0.358,2017,MAY,ALABAMA,1,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",11791700
577,2017,MAY,0.615,0.358,2017,MAY,ALABAMA,1,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2625000
578,2017,MAY,0.615,0.358,2017,MAY,ARKANSAS,5,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15475000
579,2017,MAY,0.615,0.358,2017,MAY,ARKANSAS,5,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",8750000
580,2017,MAY,0.615,0.358,2017,MAY,FLORIDA,12,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",408300
581,2017,MAY,0.615,0.358,2017,MAY,FLORIDA,12,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",14500000
582,2017,MAY,0.615,0.358,2017,MAY,GEORGIA,13,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15975000
583,2017,MAY,0.615,0.358,2017,MAY,GEORGIA,13,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",18841700
584,2017,MAY,0.615,0.358,2017,MAY,ILLINOIS,17,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",408300
585,2017,MAY,0.615,0.358,2017,MAY,ILLINOIS,17,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",9691700
586,2017,MAY,0.615,0.358,2017,MAY,INDIANA,18,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1291700
587,2017,MAY,0.615,0.358,2017,MAY,INDIANA,18,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",68216600
588,2017,MAY,0.615,0.358,2017,MAY,IOWA,19,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1416700
589,2017,MAY,0.615,0.358,2017,MAY,IOWA,19,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",112691600
590,2017,MAY,0.615,0.358,2017,MAY,MARYLAND,24,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",166700
591,2017,MAY,0.615,0.358,2017,MAY,MARYLAND,24,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5866700
592,2017,MAY,0.615,0.358,2017,MAY,MINNESOTA,27,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",641700
593,2017,MAY,0.615,0.358,2017,MAY,MINNESOTA,27,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",21475000
594,2017,MAY,0.615,0.358,2017,MAY,MISSISSIPPI,28,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",6783300
595,2017,MAY,0.615,0.358,2017,MAY,MISSISSIPPI,28,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2941600
596,2017,MAY,0.615,0.358,2017,MAY,NEBRASKA,31,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
597,2017,MAY,0.615,0.358,2017,MAY,NEBRASKA,31,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",16883300
598,2017,MAY,0.615,0.358,2017,MAY,NORTH CAROLINA,37,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",12716700
599,2017,MAY,0.615,0.358,2017,MAY,NORTH CAROLINA,37,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",15108400
600,2017,MAY,0.615,0.358,2017,MAY,OREGON,41,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
601,2017,MAY,0.615,0.358,2017,MAY,OREGON,41,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5150000
602,2017,MAY,0.615,0.358,2017,MAY,PENNSYLVANIA,42,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2650000
603,2017,MAY,0.615,0.358,2017,MAY,PENNSYLVANIA,42,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",56025000
604,2017,MAY,0.615,0.358,2017,MAY,SOUTH CAROLINA,45,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1883300
605,2017,MAY,0.615,0.358,2017,MAY,SOUTH CAROLINA,45,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5125000
606,2017,MAY,0.615,0.358,2017,MAY,SOUTH DAKOTA,46,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
607,2017,MAY,0.615,0.358,2017,MAY,SOUTH DAKOTA,46,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5641600
608,2017,MAY,0.615,0.358,2017,MAY,UTAH,49,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
609,2017,MAY,0.615,0.358,2017,MAY,UTAH,49,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",10583300
610,2017,MAY,0.615,0.358,2017,MAY,VIRGINIA,51,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2641700
611,2017,MAY,0.615,0.358,2017,MAY,VIRGINIA,51,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2741700
612,2017,JUN,0.631,0.375,2017,JUN,ALABAMA,1,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",11416700
613,2017,JUN,0.631,0.375,2017,JUN,ALABAMA,1,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2591700
614,2017,JUN,0.631,0.375,2017,JUN,ARKANSAS,5,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",14775000
615,2017,JUN,0.631,0.375,2017,JUN,ARKANSAS,5,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",8533300
616,2017,JUN,0.631,0.375,2017,JUN,FLORIDA,12,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",375000
617,2017,JUN,0.631,0.375,2017,JUN,FLORIDA,12,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",13408300
618,2017,JUN,0.631,0.375,2017,JUN,GEORGIA,13,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15991700
619,2017,JUN,0.631,0.375,2017,JUN,GEORGIA,13,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",18708400
620,2017,JUN,0.631,0.375,2017,JUN,ILLINOIS,17,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",383400
621,2017,JUN,0.631,0.375,2017,JUN,ILLINOIS,17,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",9425000
622,2017,JUN,0.631,0.375,2017,JUN,INDIANA,18,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1233400
623,2017,JUN,0.631,0.375,2017,JUN,INDIANA,18,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",66883300
624,2017,JUN,0.631,0.375,2017,JUN,IOWA,19,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1375000
625,2017,JUN,0.631,0.375,2017,JUN,IOWA,19,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",109583400
626,2017,JUN,0.631,0.375,2017,JUN,MARYLAND,24,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",158400
627,2017,JUN,0.631,0.375,2017,JUN,MARYLAND,24,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5658400
628,2017,JUN,0.631,0.375,2017,JUN,MINNESOTA,27,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",575000
629,2017,JUN,0.631,0.375,2017,JUN,MINNESOTA,27,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",20525000
630,2017,JUN,0.631,0.375,2017,JUN,MISSISSIPPI,28,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",6641700
631,2017,JUN,0.631,0.375,2017,JUN,MISSISSIPPI,28,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",3008300
632,2017,JUN,0.631,0.375,2017,JUN,NEBRASKA,31,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
633,2017,JUN,0.631,0.375,2017,JUN,NEBRASKA,31,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",16850000
634,2017,JUN,0.631,0.375,2017,JUN,NORTH CAROLINA,37,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",12416700
635,2017,JUN,0.631,0.375,2017,JUN,NORTH CAROLINA,37,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",14608300
636,2017,JUN,0.631,0.375,2017,JUN,OREGON,41,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
637,2017,JUN,0.631,0.375,2017,JUN,OREGON,41,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",4900000
638,2017,JUN,0.631,0.375,2017,JUN,PENNSYLVANIA,42,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2541600
639,2017,JUN,0.631,0.375,2017,JUN,PENNSYLVANIA,42,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",54025000
640,2017,JUN,0.631,0.375,2017,JUN,SOUTH CAROLINA,45,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1825000
641,2017,JUN,0.631,0.375,2017,JUN,SOUTH CAROLINA,45,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",4991600
642,2017,JUN,0.631,0.375,2017,JUN,SOUTH DAKOTA,46,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
643,2017,JUN,0.631,0.375,2017,JUN,SOUTH DAKOTA,46,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5533300
644,2017,JUN,0.631,0.375,2017,JUN,UTAH,49,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",0
645,2017,JUN,0.631,0.375,2017,JUN,UTAH,49,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",10266700
646,2017,JUN,0.631,0.375,2017,JUN,VIRGINIA,51,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",2641700
647,2017,JUN,0.631,0.375,2017,JUN,VIRGINIA,51,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2483300
648,2017,JUL,0.819,0.589,2017,JUL,ALABAMA,1,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",11816700
649,2017,JUL,0.819,0.589,2017,JUL,ALABAMA,1,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",2916600
650,2017,JUL,0.819,0.589,2017,JUL,ARKANSAS,5,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",15491700
651,2017,JUL,0.819,0.589,2017,JUL,ARKANSAS,5,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",8825000
652,2017,JUL,0.819,0.589,2017,JUL,FLORIDA,12,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",400000
653,2017,JUL,0.819,0.589,2017,JUL,FLORIDA,12,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",13200000
654,2017,JUL,0.819,0.589,2017,JUL,GEORGIA,13,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",17066700
655,2017,JUL,0.819,0.589,2017,JUL,GEORGIA,13,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",19266700
656,2017,JUL,0.819,0.589,2017,JUL,ILLINOIS,17,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",400000
657,2017,JUL,0.819,0.589,2017,JUL,ILLINOIS,17,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",9891700
658,2017,JUL,0.819,0.589,2017,JUL,INDIANA,18,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1325000
659,2017,JUL,0.819,0.589,2017,JUL,INDIANA,18,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",69166700
660,2017,JUL,0.819,0.589,2017,JUL,IOWA,19,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",1450000
661,2017,JUL,0.819,0.589,2017,JUL,IOWA,19,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",112850000
662,2017,JUL,0.819,0.589,2017,JUL,MARYLAND,24,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",141600
663,2017,JUL,0.819,0.589,2017,JUL,MARYLAND,24,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",5816700
664,2017,JUL,0.819,0.589,2017,JUL,MINNESOTA,27,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",533400
665,2017,JUL,0.819,0.589,2017,JUL,MINNESOTA,27,"EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN",21008400
666,2017,JUL,0.819,0.589,2017,JUL,MISSISSIPPI,28,"EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN",6791700
